Time,Volume,ATR,p1wick,p1body,p1tail,p1dir,p2wick,p2body,p2tail,p2dir,p3wick,p3body,p3tail,p3dir,ans
11,14061,0.0078063,0.0009900,0.0048300,0.0022100,0,0.0018300,0.0047400,0.0022700,0,0.0030600,0.0051400,0.0002900,1,SE
15,14298,0.0074766,0.0010800,0.0011600,0.0009500,0,0.0009900,0.0048300,0.0022100,0,0.0018300,0.0047400,0.0022700,0,LE
19,10091,0.0073025,0.0009400,0.0016000,0.0025000,1,0.0010800,0.0011600,0.0009500,0,0.0009900,0.0048300,0.0022100,0,LE
23,12134,0.0074338,0.0042100,0.0026400,0.0022900,0,0.0009400,0.0016000,0.0025000,1,0.0010800,0.0011600,0.0009500,0,LE
03,18706,0.0076585,0.0014800,0.0047200,0.0043800,1,0.0042100,0.0026400,0.0022900,0,0.0009400,0.0016000,0.0025000,1,SE
07,15886,0.0076529,0.0023700,0.0044800,0.0007300,0,0.0014800,0.0047200,0.0043800,1,0.0042100,0.0026400,0.0022900,0,LE
11,13891,0.0074313,0.0009100,0.0026500,0.0009900,1,0.0023700,0.0044800,0.0007300,0,0.0014800,0.0047200,0.0043800,1,LE
15,3661,0.0071169,0.0001200,0.0024800,0.0004300,1,0.0009100,0.0026500,0.0009900,1,0.0023700,0.0044800,0.0007300,0,SE
15,9972,0.0069321,0.0015800,0.0003400,0.0026100,1,0.0001200,0.0024800,0.0004300,1,0.0009100,0.0026500,0.0009900,1,SE
19,13855,0.0070512,0.0008900,0.0067000,0.0010100,1,0.0015800,0.0003400,0.0026100,1,0.0001200,0.0024800,0.0004300,1,SE
23,13911,0.0069419,0.0049700,0.0002100,0.0003400,1,0.0008900,0.0067000,0.0010100,1,0.0015800,0.0003400,0.0026100,1,SE
03,15537,0.0067810,0.0024200,0.0007800,0.0014900,1,0.0049700,0.0002100,0.0003400,1,0.0008900,0.0067000,0.0010100,1,SE
07,18351,0.0068674,0.0005300,0.0050900,0.0023700,0,0.0024200,0.0007800,0.0014900,1,0.0049700,0.0002100,0.0003400,1,SE
11,12182,0.0066783,0.0006800,0.0016700,0.0018700,0,0.0005300,0.0050900,0.0023700,0,0.0024200,0.0007800,0.0014900,1,SE
15,10151,0.0066827,0.0006600,0.0044700,0.0016100,0,0.0006800,0.0016700,0.0018700,0,0.0005300,0.0050900,0.0023700,0,SE
19,14255,0.0065789,0.0009700,0.0039500,0.0003100,1,0.0006600,0.0044700,0.0016100,0,0.0006800,0.0016700,0.0018700,0,SE
23,13624,0.0064333,0.0021300,0.0012800,0.0011300,0,0.0009700,0.0039500,0.0003100,1,0.0006600,0.0044700,0.0016100,0,SE
03,15972,0.0063923,0.0021000,0.0019500,0.0018100,0,0.0021300,0.0012800,0.0011300,0,0.0009700,0.0039500,0.0003100,1,SE
07,18478,0.0066079,0.0003400,0.0055800,0.0034900,0,0.0021000,0.0019500,0.0018100,0,0.0021300,0.0012800,0.0011300,0,SE
11,12670,0.0065309,0.0006200,0.0020200,0.0028900,0,0.0003400,0.0055800,0.0034900,0,0.0021000,0.0019500,0.0018100,0,L
15,9883,0.0062530,0.0013700,0.0005500,0.0007200,0,0.0006200,0.0020200,0.0028900,0,0.0003400,0.0055800,0.0034900,0,L
19,14158,0.0063163,0.0032300,0.0032400,0.0006700,0,0.0013700,0.0005500,0.0007200,0,0.0006200,0.0020200,0.0028900,0,L
23,14171,0.0063094,0.0019500,0.0012500,0.0030200,0,0.0032300,0.0032400,0.0006700,0,0.0013700,0.0005500,0.0007200,0,L
03,15634,0.0063266,0.0043300,0.0009300,0.0012900,1,0.0019500,0.0012500,0.0030200,0,0.0032300,0.0032400,0.0006700,0,L
07,18584,0.0064040,0.0021000,0.0022200,0.0030900,0,0.0043300,0.0009300,0.0012900,1,0.0019500,0.0012500,0.0030200,0,L
11,12894,0.0064187,0.0012200,0.0019500,0.0034400,0,0.0021000,0.0022200,0.0030900,0,0.0043300,0.0009300,0.0012900,1,L
15,10058,0.0062695,0.0008300,0.0027200,0.0007800,1,0.0012200,0.0019500,0.0034400,0,0.0021000,0.0022200,0.0030900,0,L
19,13958,0.0062053,0.0005300,0.0029100,0.0019300,1,0.0008300,0.0027200,0.0007800,1,0.0012200,0.0019500,0.0034400,0,L
23,13726,0.0060963,0.0029000,0.0007700,0.0010100,0,0.0005300,0.0029100,0.0019300,1,0.0008300,0.0027200,0.0007800,1,L
03,15676,0.0061459,0.0019600,0.0027900,0.0020400,1,0.0029000,0.0007700,0.0010100,0,0.0005300,0.0029100,0.0019300,1,L
07,18573,0.0064612,0.0016900,0.0085500,0.0003200,1,0.0019600,0.0027900,0.0020400,1,0.0029000,0.0007700,0.0010100,0,LE
11,12515,0.0061747,0.0013000,0.0001800,0.0009700,1,0.0016900,0.0085500,0.0003200,1,0.0019600,0.0027900,0.0020400,1,SE
15,9963,0.0059665,0.0007300,0.0014300,0.0011000,1,0.0013000,0.0001800,0.0009700,1,0.0016900,0.0085500,0.0003200,1,SE
19,13902,0.0059467,0.0001400,0.0041200,0.0014300,0,0.0007300,0.0014300,0.0011000,1,0.0013000,0.0001800,0.0009700,1,L
23,14409,0.0059534,0.0003700,0.0044500,0.0012200,0,0.0001400,0.0041200,0.0014300,0,0.0007300,0.0014300,0.0011000,1,L
03,15994,0.0059767,0.0006000,0.0001900,0.0054900,1,0.0003700,0.0044500,0.0012200,0,0.0001400,0.0041200,0.0014300,0,L
07,18428,0.0061877,0.0040400,0.0031100,0.0017800,1,0.0006000,0.0001900,0.0054900,1,0.0003700,0.0044500,0.0012200,0,L
11,12269,0.0059935,0.0001200,0.0025400,0.0008100,1,0.0040400,0.0031100,0.0017800,1,0.0006000,0.0001900,0.0054900,1,L
15,3318,0.0058111,0.0000800,0.0028800,0.0004800,1,0.0001200,0.0025400,0.0008100,1,0.0040400,0.0031100,0.0017800,1,LE
15,6570,0.0056525,0.0009300,0.0020900,0.0001700,1,0.0000800,0.0028800,0.0004800,1,0.0001200,0.0025400,0.0008100,1,LE
19,10262,0.0057409,0.0016200,0.0007000,0.0045700,1,0.0009300,0.0020900,0.0001700,1,0.0000800,0.0028800,0.0004800,1,SE
23,11845,0.0057251,0.0029800,0.0008000,0.0017400,0,0.0016200,0.0007000,0.0045700,1,0.0009300,0.0020900,0.0001700,1,LE
03,18638,0.0057376,0.0018000,0.0038300,0.0002700,0,0.0029800,0.0008000,0.0017400,0,0.0016200,0.0007000,0.0045700,1,L
07,15849,0.0059685,0.0015700,0.0050600,0.0023400,0,0.0018000,0.0038300,0.0002700,0,0.0029800,0.0008000,0.0017400,0,L
11,13940,0.0057979,0.0019600,0.0000700,0.0015500,0,0.0015700,0.0050600,0.0023400,0,0.0018000,0.0038300,0.0002700,0,L
15,13863,0.0056330,0.0004900,0.0024500,0.0005500,1,0.0019600,0.0000700,0.0015500,0,0.0015700,0.0050600,0.0023400,0,L
19,9918,0.0055864,0.0012000,0.0007600,0.0030200,1,0.0004900,0.0024500,0.0005500,1,0.0019600,0.0000700,0.0015500,0,L
23,12144,0.0054659,0.0017100,0.0013100,0.0008800,1,0.0012000,0.0007600,0.0030200,1,0.0004900,0.0024500,0.0005500,1,L
03,18166,0.0055569,0.0010800,0.0054500,0.0002100,1,0.0017100,0.0013100,0.0008800,1,0.0012000,0.0007600,0.0030200,1,LE
07,15492,0.0056750,0.0026700,0.0040000,0.0005400,1,0.0010800,0.0054500,0.0002100,1,0.0017100,0.0013100,0.0008800,1,LE
11,13673,0.0055404,0.0031000,0.0002500,0.0004400,1,0.0026700,0.0040000,0.0005400,1,0.0010800,0.0054500,0.0002100,1,LE
15,14101,0.0052996,0.0012000,0.0006500,0.0003200,1,0.0031000,0.0002500,0.0004400,1,0.0026700,0.0040000,0.0005400,1,LE
19,10082,0.0052004,0.0013000,0.0013000,0.0013100,0,0.0012000,0.0006500,0.0003200,1,0.0031000,0.0002500,0.0004400,1,LE
23,12382,0.0052011,0.0011900,0.0010400,0.0029800,1,0.0013000,0.0013000,0.0013100,0,0.0012000,0.0006500,0.0003200,1,LE
03,18411,0.0051181,0.0013400,0.0016100,0.0010900,1,0.0011900,0.0010400,0.0029800,1,0.0013000,0.0013000,0.0013100,0,LE
07,15249,0.0051218,0.0001300,0.0034800,0.0015600,0,0.0013400,0.0016100,0.0010900,1,0.0011900,0.0010400,0.0029800,1,LE
11,13928,0.0057746,0.0020600,0.0108000,0.0014000,1,0.0001300,0.0034800,0.0015600,0,0.0013400,0.0016100,0.0010900,1,LE
15,14177,0.0056264,0.0021300,0.0005800,0.0009900,1,0.0020600,0.0108000,0.0014000,1,0.0001300,0.0034800,0.0015600,0,LE
19,10417,0.0055295,0.0006700,0.0011000,0.0025000,1,0.0021300,0.0005800,0.0009900,1,0.0020600,0.0108000,0.0014000,1,LE
23,12130,0.0054102,0.0008500,0.0004300,0.0025800,1,0.0006700,0.0011000,0.0025000,1,0.0021300,0.0005800,0.0009900,1,LE
03,17889,0.0059345,0.0038700,0.0086500,0.0002300,1,0.0008500,0.0004300,0.0025800,1,0.0006700,0.0011000,0.0025000,1,S
07,15283,0.0060263,0.0054300,0.0005400,0.0012500,0,0.0038700,0.0086500,0.0002300,1,0.0008500,0.0004300,0.0025800,1,S
11,13689,0.0059259,0.0006900,0.0019700,0.0019600,0,0.0054300,0.0005400,0.0012500,0,0.0038700,0.0086500,0.0002300,1,S
15,14251,0.0058947,0.0020600,0.0024200,0.0010100,1,0.0006900,0.0019700,0.0019600,0,0.0054300,0.0005400,0.0012500,0,S
19,10272,0.0057301,0.0001500,0.0031200,0.0003200,0,0.0020600,0.0024200,0.0010100,1,0.0006900,0.0019700,0.0019600,0,S
23,12730,0.0056115,0.0025500,0.0009500,0.0005700,0,0.0001500,0.0031200,0.0003200,0,0.0020600,0.0024200,0.0010100,1,S
03,18545,0.0062686,0.0042100,0.0071900,0.0034100,0,0.0025500,0.0009500,0.0005700,0,0.0001500,0.0031200,0.0003200,0,S
07,15673,0.0065151,0.0009600,0.0083200,0.0004400,0,0.0042100,0.0071900,0.0034100,0,0.0025500,0.0009500,0.0005700,0,S
11,14580,0.0063997,0.0038300,0.0001000,0.0009700,1,0.0009600,0.0083200,0.0004400,0,0.0042100,0.0071900,0.0034100,0,S
15,3553,0.0060505,0.0007200,0.0002100,0.0005800,0,0.0038300,0.0001000,0.0009700,1,0.0009600,0.0083200,0.0004400,0,S
14,5665,0.0059804,0.0006900,0.0015300,0.0017600,1,0.0007200,0.0002100,0.0005800,0,0.0038300,0.0001000,0.0009700,1,S
18,10173,0.0067283,0.0009100,0.0124100,0.0031300,0,0.0006900,0.0015300,0.0017600,1,0.0007200,0.0002100,0.0005800,0,S
22,12514,0.0065955,0.0008200,0.0018900,0.0021600,1,0.0009100,0.0124100,0.0031300,0,0.0006900,0.0015300,0.0017600,1,S
02,18109,0.0066973,0.0001500,0.0068100,0.0010600,0,0.0008200,0.0018900,0.0021600,1,0.0009100,0.0124100,0.0031300,0,S
06,15991,0.0066732,0.0046400,0.0003200,0.0014000,1,0.0001500,0.0068100,0.0010600,0,0.0008200,0.0018900,0.0021600,1,S
10,14040,0.0066444,0.0027300,0.0019900,0.0015500,1,0.0046400,0.0003200,0.0014000,1,0.0001500,0.0068100,0.0010600,0,S
14,14066,0.0066634,0.0005600,0.0058500,0.0005000,0,0.0027300,0.0019900,0.0015500,1,0.0046400,0.0003200,0.0014000,1,S
18,9732,0.0065110,0.0014400,0.0016800,0.0014100,1,0.0005600,0.0058500,0.0005000,0,0.0027300,0.0019900,0.0015500,1,S
22,12111,0.0063716,0.0002800,0.0035600,0.0007200,0,0.0014400,0.0016800,0.0014100,1,0.0005600,0.0058500,0.0005000,0,LE
02,18184,0.0068729,0.0009800,0.0101300,0.0022800,1,0.0002800,0.0035600,0.0007200,0,0.0014400,0.0016800,0.0014100,1,S
06,15413,0.0069756,0.0023100,0.0037100,0.0022900,0,0.0009800,0.0101300,0.0022800,1,0.0002800,0.0035600,0.0007200,0,S
10,13878,0.0072380,0.0005800,0.0082700,0.0018000,0,0.0023100,0.0037100,0.0022900,0,0.0009800,0.0101300,0.0022800,1,S
14,13929,0.0073175,0.0001100,0.0059800,0.0022600,0,0.0005800,0.0082700,0.0018000,0,0.0023100,0.0037100,0.0022900,0,S
18,9968,0.0072155,0.0023600,0.0025300,0.0010000,0,0.0001100,0.0059800,0.0022600,0,0.0005800,0.0082700,0.0018000,0,S
22,12642,0.0071587,0.0016200,0.0040900,0.0007100,1,0.0023600,0.0025300,0.0010000,0,0.0001100,0.0059800,0.0022600,0,S
02,17580,0.0072231,0.0042600,0.0015300,0.0022700,0,0.0016200,0.0040900,0.0007100,1,0.0023600,0.0025300,0.0010000,0,S
06,15369,0.0077164,0.0042400,0.0069400,0.0029500,0,0.0042600,0.0015300,0.0022700,0,0.0016200,0.0040900,0.0007100,1,S
10,13805,0.0080517,0.0024600,0.0078300,0.0021200,1,0.0042400,0.0069400,0.0029500,0,0.0042600,0.0015300,0.0022700,0,S
14,14251,0.0077594,0.0013000,0.0004200,0.0022400,0,0.0024600,0.0078300,0.0021200,1,0.0042400,0.0069400,0.0029500,0,S
18,10019,0.0076495,0.0023900,0.0022100,0.0016200,1,0.0013000,0.0004200,0.0022400,0,0.0024600,0.0078300,0.0021200,1,S
22,12427,0.0073666,0.0009700,0.0019600,0.0007600,0,0.0023900,0.0022100,0.0016200,1,0.0013000,0.0004200,0.0022400,0,S
02,18097,0.0073954,0.0001200,0.0065900,0.0010600,0,0.0009700,0.0019600,0.0007600,0,0.0023900,0.0022100,0.0016200,1,S
06,15575,0.0073851,0.0017400,0.0040500,0.0014600,0,0.0001200,0.0065900,0.0010600,0,0.0009700,0.0019600,0.0007600,0,S
10,13966,0.0072147,0.0016000,0.0015300,0.0018700,0,0.0017400,0.0040500,0.0014600,0,0.0001200,0.0065900,0.0010600,0,S
14,14065,0.0071779,0.0015100,0.0035500,0.0016400,0,0.0016000,0.0015300,0.0018700,0,0.0017400,0.0040500,0.0014600,0,LE
18,10066,0.0071145,0.0038900,0.0003300,0.0020700,1,0.0015100,0.0035500,0.0016400,0,0.0016000,0.0015300,0.0018700,0,LE
22,12795,0.0070649,0.0012000,0.0030700,0.0021500,0,0.0038900,0.0003300,0.0020700,1,0.0015100,0.0035500,0.0016400,0,LE
02,18362,0.0076717,0.0050100,0.0099900,0.0005600,1,0.0012000,0.0030700,0.0021500,0,0.0038900,0.0003300,0.0020700,1,S
06,15408,0.0078059,0.0075800,0.0005200,0.0014500,1,0.0050100,0.0099900,0.0005600,1,0.0012000,0.0030700,0.0021500,0,S
10,14159,0.0077583,0.0027100,0.0008400,0.0035900,0,0.0075800,0.0005200,0.0014500,1,0.0050100,0.0099900,0.0005600,1,S
14,7351,0.0073906,0.0019100,0.0002000,0.0005000,0,0.0027100,0.0008400,0.0035900,0,0.0075800,0.0005200,0.0014500,1,S
14,5717,0.0070705,0.0003000,0.0016900,0.0009200,0,0.0019100,0.0002000,0.0005000,0,0.0027100,0.0008400,0.0035900,0,S
18,11540,0.0071598,0.0061600,0.0010800,0.0010800,0,0.0003000,0.0016900,0.0009200,0,0.0019100,0.0002000,0.0005000,0,S
22,10845,0.0068705,0.0008700,0.0012000,0.0010400,0,0.0061600,0.0010800,0.0010800,0,0.0003000,0.0016900,0.0009200,0,S
02,15491,0.0068255,0.0000300,0.0046300,0.0015800,0,0.0008700,0.0012000,0.0010400,0,0.0061600,0.0010800,0.0010800,0,SE
06,22705,0.0068894,0.0047400,0.0025000,0.0004800,0,0.0000300,0.0046300,0.0015800,0,0.0008700,0.0012000,0.0010400,0,SE
10,14245,0.0066865,0.0022000,0.0004700,0.0013800,1,0.0047400,0.0025000,0.0004800,0,0.0000300,0.0046300,0.0015800,0,SE
14,8462,0.0065097,0.0005300,0.0027000,0.0009800,0,0.0022000,0.0004700,0.0013800,1,0.0047400,0.0025000,0.0004800,0,LE
18,10112,0.0064968,0.0010600,0.0040400,0.0012300,1,0.0005300,0.0027000,0.0009800,0,0.0022000,0.0004700,0.0013800,1,SE
22,13458,0.0066163,0.0041300,0.0014500,0.0025900,0,0.0010600,0.0040400,0.0012300,1,0.0005300,0.0027000,0.0009800,0,SE
02,16161,0.0064637,0.0020200,0.0001100,0.0023500,1,0.0041300,0.0014500,0.0025900,0,0.0010600,0.0040400,0.0012300,1,SE
06,22974,0.0067528,0.0042200,0.0048500,0.0014400,0,0.0020200,0.0001100,0.0023500,1,0.0041300,0.0014500,0.0025900,0,LE
10,21982,0.0070361,0.0002400,0.0063100,0.0041700,0,0.0042200,0.0048500,0.0014400,0,0.0020200,0.0001100,0.0023500,1,LE
14,7288,0.0067114,0.0003000,0.0006000,0.0015900,1,0.0002400,0.0063100,0.0041700,0,0.0042200,0.0048500,0.0014400,0,LE
18,8362,0.0065634,0.0007900,0.0013500,0.0025000,1,0.0003000,0.0006000,0.0015900,1,0.0002400,0.0063100,0.0041700,0,LE
22,10346,0.0063725,0.0009600,0.0022200,0.0007100,0,0.0007900,0.0013500,0.0025000,1,0.0003000,0.0006000,0.0015900,1,LE
02,16407,0.0063466,0.0043000,0.0003000,0.0014100,0,0.0009600,0.0022200,0.0007100,0,0.0007900,0.0013500,0.0025000,1,LE
06,21374,0.0065768,0.0015400,0.0059500,0.0020800,1,0.0043000,0.0003000,0.0014100,0,0.0009600,0.0022200,0.0007100,0,LE
10,16385,0.0064778,0.0024000,0.0020300,0.0007600,0,0.0015400,0.0059500,0.0020800,1,0.0043000,0.0003000,0.0014100,0,LE
14,6659,0.0063337,0.0002800,0.0030400,0.0011400,1,0.0024000,0.0020300,0.0007600,0,0.0015400,0.0059500,0.0020800,1,LE
18,9379,0.0062420,0.0008200,0.0032200,0.0010100,1,0.0002800,0.0030400,0.0011400,1,0.0024000,0.0020300,0.0007600,0,LE
22,10269,0.0060290,0.0024600,0.0001500,0.0006500,1,0.0008200,0.0032200,0.0010100,1,0.0002800,0.0030400,0.0011400,1,LE
02,19411,0.0062283,0.0014800,0.0062600,0.0010800,1,0.0024600,0.0001500,0.0006500,1,0.0008200,0.0032200,0.0010100,1,LE
06,22440,0.0063470,0.0018400,0.0046700,0.0013800,0,0.0014800,0.0062600,0.0010800,1,0.0024600,0.0001500,0.0006500,1,LE
10,13885,0.0063437,0.0013500,0.0032900,0.0016600,1,0.0018400,0.0046700,0.0013800,0,0.0014800,0.0062600,0.0010800,1,LE
14,6428,0.0061463,0.0000300,0.0022900,0.0012600,1,0.0013500,0.0032900,0.0016600,1,0.0018400,0.0046700,0.0013800,0,LE
18,7514,0.0060608,0.0004200,0.0043700,0.0001600,0,0.0000300,0.0022900,0.0012600,1,0.0013500,0.0032900,0.0016600,1,LE
22,10566,0.0062693,0.0004600,0.0081400,0.0003800,1,0.0004200,0.0043700,0.0001600,0,0.0000300,0.0022900,0.0012600,1,S
02,16060,0.0062144,0.0017800,0.0019900,0.0017300,1,0.0004600,0.0081400,0.0003800,1,0.0004200,0.0043700,0.0001600,0,S
06,20297,0.0063191,0.0009300,0.0052100,0.0015400,0,0.0017800,0.0019900,0.0017300,1,0.0004600,0.0081400,0.0003800,1,S
10,13413,0.0062263,0.0009200,0.0010000,0.0031000,1,0.0009300,0.0052100,0.0015400,0,0.0017800,0.0019900,0.0017300,1,S
14,2542,0.0060015,0.0022200,0.0000300,0.0008300,0,0.0009200,0.0010000,0.0031000,1,0.0009300,0.0052100,0.0015400,0,S
14,3260,0.0060843,0.0002000,0.0025300,0.0005800,1,0.0022200,0.0000300,0.0008300,0,0.0009200,0.0010000,0.0031000,1,S
18,7775,0.0058483,0.0001200,0.0024200,0.0002400,1,0.0002000,0.0025300,0.0005800,1,0.0022200,0.0000300,0.0008300,0,S
22,8150,0.0058212,0.0020300,0.0034400,0.0000000,0,0.0001200,0.0024200,0.0002400,1,0.0002000,0.0025300,0.0005800,1,S
02,12127,0.0057954,0.0020200,0.0032100,0.0002300,0,0.0020300,0.0034400,0.0000000,0,0.0001200,0.0024200,0.0002400,1,S
06,16839,0.0060501,0.0000600,0.0089300,0.0003100,0,0.0020200,0.0032100,0.0002300,0,0.0020300,0.0034400,0.0000000,0,S
10,13855,0.0059722,0.0011900,0.0004500,0.0033200,1,0.0000600,0.0089300,0.0003100,0,0.0020200,0.0032100,0.0002300,0,S
14,6733,0.0058163,0.0018300,0.0014800,0.0004800,0,0.0011900,0.0004500,0.0033200,1,0.0000600,0.0089300,0.0003100,0,S
18,9891,0.0058937,0.0015300,0.0020000,0.0033700,0,0.0018300,0.0014800,0.0004800,0,0.0011900,0.0004500,0.0033200,1,S
22,13612,0.0060427,0.0027300,0.0003500,0.0049000,0,0.0015300,0.0020000,0.0033700,0,0.0018300,0.0014800,0.0004800,0,S
02,17385,0.0059933,0.0023500,0.0023000,0.0007000,0,0.0027300,0.0003500,0.0049000,0,0.0015300,0.0020000,0.0033700,0,S
06,25366,0.0066966,0.0005000,0.0119100,0.0034300,0,0.0023500,0.0023000,0.0007000,0,0.0027300,0.0003500,0.0049000,0,S
10,18777,0.0067304,0.0000500,0.0060300,0.0010900,0,0.0005000,0.0119100,0.0034300,0,0.0023500,0.0023000,0.0007000,0,S
14,8041,0.0064418,0.0001500,0.0013200,0.0012200,1,0.0000500,0.0060300,0.0010900,0,0.0005000,0.0119100,0.0034300,0,S
18,10790,0.0063631,0.0027200,0.0005900,0.0020300,1,0.0001500,0.0013200,0.0012200,1,0.0000500,0.0060300,0.0010900,0,S
22,10460,0.0061543,0.0007700,0.0012800,0.0013900,1,0.0027200,0.0005900,0.0020300,1,0.0001500,0.0013200,0.0012200,1,S
02,22786,0.0066312,0.0007700,0.0082100,0.0038500,0,0.0007700,0.0012800,0.0013900,1,0.0027200,0.0005900,0.0020300,1,SE
06,22628,0.0068611,0.0027600,0.0070300,0.0000000,1,0.0007700,0.0082100,0.0038500,0,0.0007700,0.0012800,0.0013900,1,S
10,16256,0.0069846,0.0001600,0.0080400,0.0003900,0,0.0027600,0.0070300,0.0000000,1,0.0007700,0.0082100,0.0038500,0,SE
14,6142,0.0068250,0.0003300,0.0044200,0.0000000,1,0.0001600,0.0080400,0.0003900,0,0.0027600,0.0070300,0.0000000,1,SE
18,9835,0.0067017,0.0000000,0.0035500,0.0015500,0,0.0003300,0.0044200,0.0000000,1,0.0001600,0.0080400,0.0003900,0,SE
22,8877,0.0064559,0.0008400,0.0010200,0.0014000,1,0.0000000,0.0035500,0.0015500,0,0.0003300,0.0044200,0.0000000,1,SE
02,15616,0.0064626,0.0020000,0.0008700,0.0036800,0,0.0008400,0.0010200,0.0014000,1,0.0000000,0.0035500,0.0015500,0,SE
06,36016,0.0064417,0.0002700,0.0050300,0.0008700,1,0.0020000,0.0008700,0.0036800,0,0.0008400,0.0010200,0.0014000,1,S
10,5256,0.0061723,0.0013300,0.0011100,0.0002300,0,0.0002700,0.0050300,0.0008700,1,0.0020000,0.0008700,0.0036800,0,S
14,4361,0.0060021,0.0007500,0.0023200,0.0007200,0,0.0013300,0.0011100,0.0002300,0,0.0002700,0.0050300,0.0008700,1,S
18,7306,0.0058113,0.0010300,0.0010100,0.0012900,0,0.0007500,0.0023200,0.0007200,0,0.0013300,0.0011100,0.0002300,0,S
22,12866,0.0060133,0.0003500,0.0073800,0.0009100,0,0.0010300,0.0010100,0.0012900,0,0.0007500,0.0023200,0.0007200,0,SE
02,18353,0.0062767,0.0040700,0.0034500,0.0021800,0,0.0003500,0.0073800,0.0009100,0,0.0010300,0.0010100,0.0012900,0,SE
06,19543,0.0062562,0.0042100,0.0005500,0.0012300,0,0.0040700,0.0034500,0.0021800,0,0.0003500,0.0073800,0.0009100,0,SE
10,10104,0.0060800,0.0011200,0.0023100,0.0003600,1,0.0042100,0.0005500,0.0012300,0,0.0040700,0.0034500,0.0021800,0,SE
14,2314,0.0057450,0.0009200,0.0000800,0.0003900,1,0.0011200,0.0023100,0.0003600,1,0.0042100,0.0005500,0.0012300,0,SE
14,4658,0.0057397,0.0008000,0.0042300,0.0006400,0,0.0009200,0.0000800,0.0003900,1,0.0011200,0.0023100,0.0003600,1,SE
18,10350,0.0058154,0.0012900,0.0001000,0.0054100,0,0.0008000,0.0042300,0.0006400,0,0.0009200,0.0000800,0.0003900,1,SE
22,9621,0.0060129,0.0001400,0.0060900,0.0023500,1,0.0012900,0.0001000,0.0054100,0,0.0008000,0.0042300,0.0006400,0,SE
02,22535,0.0065848,0.0002900,0.0130800,0.0006500,0,0.0001400,0.0060900,0.0023500,1,0.0012900,0.0001000,0.0054100,0,SE
06,55121,0.0068809,0.0004900,0.0078200,0.0024200,0,0.0002900,0.0130800,0.0006500,0,0.0001400,0.0060900,0.0023500,1,LE
10,34623,0.0066844,0.0005700,0.0026900,0.0008700,1,0.0004900,0.0078200,0.0024200,0,0.0002900,0.0130800,0.0006500,0,SE
14,15086,0.0065062,0.0022000,0.0015300,0.0004600,0,0.0005700,0.0026900,0.0008700,1,0.0004900,0.0078200,0.0024200,0,SE
18,27114,0.0064172,0.0047000,0.0002300,0.0003300,1,0.0022000,0.0015300,0.0004600,0,0.0005700,0.0026900,0.0008700,1,SE
22,30799,0.0063196,0.0009100,0.0013900,0.0027500,1,0.0047000,0.0002300,0.0003300,1,0.0022000,0.0015300,0.0004600,0,SE
02,58971,0.0069560,0.0019000,0.0091800,0.0041500,0,0.0009100,0.0013900,0.0027500,1,0.0047000,0.0002300,0.0003300,1,L
06,62114,0.0069306,0.0009500,0.0008800,0.0047700,0,0.0019000,0.0091800,0.0041500,0,0.0009100,0.0013900,0.0027500,1,L
10,41128,0.0067670,0.0030700,0.0007900,0.0007800,0,0.0009500,0.0008800,0.0047700,0,0.0019000,0.0091800,0.0041500,0,L
14,15812,0.0065565,0.0006600,0.0012600,0.0019000,0,0.0030700,0.0007900,0.0007800,0,0.0009500,0.0008800,0.0047700,0,L
18,24471,0.0063882,0.0002300,0.0014800,0.0024900,1,0.0006600,0.0012600,0.0019000,0,0.0030700,0.0007900,0.0007800,0,L
22,27878,0.0062569,0.0007500,0.0034800,0.0003200,1,0.0002300,0.0014800,0.0024900,1,0.0006600,0.0012600,0.0019000,0,L
02,48256,0.0063957,0.0007000,0.0063400,0.0011600,1,0.0007500,0.0034800,0.0003200,1,0.0002300,0.0014800,0.0024900,1,L
06,53539,0.0064910,0.0027500,0.0049000,0.0000800,0,0.0007000,0.0063400,0.0011600,1,0.0007500,0.0034800,0.0003200,1,L
10,43202,0.0069580,0.0045000,0.0073100,0.0012200,1,0.0027500,0.0049000,0.0000800,0,0.0007000,0.0063400,0.0011600,1,LE
14,11523,0.0066303,0.0011800,0.0008600,0.0003300,0,0.0045000,0.0073100,0.0012200,1,0.0027500,0.0049000,0.0000800,0,LE
18,17972,0.0063603,0.0011000,0.0011500,0.0006000,0,0.0011800,0.0008600,0.0003300,0,0.0045000,0.0073100,0.0012200,1,L
22,25626,0.0064731,0.0006000,0.0047100,0.0026300,1,0.0011000,0.0011500,0.0006000,0,0.0011800,0.0008600,0.0003300,0,LE
02,51490,0.0067536,0.0053900,0.0002300,0.0047800,1,0.0006000,0.0047100,0.0026300,1,0.0011000,0.0011500,0.0006000,0,LE
06,59695,0.0072705,0.0031500,0.0005400,0.0103000,1,0.0053900,0.0002300,0.0047800,1,0.0006000,0.0047100,0.0026300,1,LE
10,34823,0.0073119,0.0045600,0.0032400,0.0000000,1,0.0031500,0.0005400,0.0103000,1,0.0053900,0.0002300,0.0047800,1,LE
14,14716,0.0069846,0.0016800,0.0010500,0.0000000,1,0.0045600,0.0032400,0.0000000,1,0.0031500,0.0005400,0.0103000,1,LE
18,20333,0.0066950,0.0010800,0.0013100,0.0005400,0,0.0016800,0.0010500,0.0000000,1,0.0045600,0.0032400,0.0000000,1,LE
