Time,Volume,ATR,p1wick,p1body,p1tail,p1dir,p2wick,p2body,p2tail,p2dir,p3wick,p3body,p3tail,p3dir,ans
19,11212,0.0019311,0.0002500,0.0008200,0.0007300,1,0.0000500,0.0003100,0.0004100,1,0.0002700,0.0002700,0.0012500,0,S
23,10032,0.0018746,0.0002500,0.0000700,0.0008200,0,0.0002500,0.0008200,0.0007300,1,0.0000500,0.0003100,0.0004100,1,S
03,29491,0.0019485,0.0005200,0.0008200,0.0015700,0,0.0002500,0.0000700,0.0008200,0,0.0002500,0.0008200,0.0007300,1,S
07,53567,0.0021215,0.0003300,0.0013100,0.0027300,1,0.0005200,0.0008200,0.0015700,0,0.0002500,0.0000700,0.0008200,0,S
11,21107,0.0020571,0.0001600,0.0000800,0.0009800,1,0.0003300,0.0013100,0.0027300,1,0.0005200,0.0008200,0.0015700,0,S
15,1449,0.0019730,0.0000100,0.0005100,0.0003600,0,0.0001600,0.0000800,0.0009800,1,0.0003300,0.0013100,0.0027300,1,S
14,1652,0.0018728,0.0001200,0.0002300,0.0002200,0,0.0000100,0.0005100,0.0003600,0,0.0001600,0.0000800,0.0009800,1,S
18,6418,0.0018398,0.0004400,0.0003300,0.0006400,1,0.0001200,0.0002300,0.0002200,0,0.0000100,0.0005100,0.0003600,0,S
22,9482,0.0017805,0.0002200,0.0003900,0.0004000,1,0.0004400,0.0003300,0.0006400,1,0.0001200,0.0002300,0.0002200,0,S
02,33937,0.0018247,0.0000000,0.0008500,0.0015500,0,0.0002200,0.0003900,0.0004000,1,0.0004400,0.0003300,0.0006400,1,S
06,30730,0.0018601,0.0005500,0.0010000,0.0007700,0,0.0000000,0.0008500,0.0015500,0,0.0002200,0.0003900,0.0004000,1,S
10,19727,0.0019515,0.0002000,0.0027400,0.0002000,0,0.0005500,0.0010000,0.0007700,0,0.0000000,0.0008500,0.0015500,0,S
14,9489,0.0018750,0.0002700,0.0000600,0.0005500,1,0.0002000,0.0027400,0.0002000,0,0.0005500,0.0010000,0.0007700,0,S
18,10159,0.0018739,0.0003300,0.0004500,0.0010800,0,0.0002700,0.0000600,0.0005500,1,0.0002000,0.0027400,0.0002000,0,S
22,14479,0.0018658,0.0003800,0.0011500,0.0002300,1,0.0003300,0.0004500,0.0010800,0,0.0002700,0.0000600,0.0005500,1,S
02,37898,0.0019182,0.0005300,0.0017700,0.0003000,0,0.0003800,0.0011500,0.0002300,1,0.0003300,0.0004500,0.0010800,0,S
06,53374,0.0021462,0.0000100,0.0045100,0.0005900,0,0.0005300,0.0017700,0.0003000,0,0.0003800,0.0011500,0.0002300,1,SE
10,26422,0.0020801,0.0003500,0.0007600,0.0001100,0,0.0000100,0.0045100,0.0005900,0,0.0005300,0.0017700,0.0003000,0,SE
14,9677,0.0020122,0.0001600,0.0009500,0.0000200,1,0.0003500,0.0007600,0.0001100,0,0.0000100,0.0045100,0.0005900,0,SE
18,13529,0.0019635,0.0003800,0.0002200,0.0007300,1,0.0001600,0.0009500,0.0000200,1,0.0003500,0.0007600,0.0001100,0,SE
22,13160,0.0018996,0.0001100,0.0003300,0.0006300,1,0.0003800,0.0002200,0.0007300,1,0.0001600,0.0009500,0.0000200,1,SE
02,31091,0.0018847,0.0010900,0.0002600,0.0003400,1,0.0001100,0.0003300,0.0006300,1,0.0003800,0.0002200,0.0007300,1,SE
06,33802,0.0018858,0.0009900,0.0008200,0.0000900,0,0.0010900,0.0002600,0.0003400,1,0.0001100,0.0003300,0.0006300,1,SE
10,25688,0.0018525,0.0005500,0.0006300,0.0002400,0,0.0009900,0.0008200,0.0000900,0,0.0010900,0.0002600,0.0003400,1,SE
14,6851,0.0017780,0.0003300,0.0002600,0.0002200,1,0.0005500,0.0006300,0.0002400,0,0.0009900,0.0008200,0.0000900,0,SE
18,11009,0.0017646,0.0000800,0.0011200,0.0003900,0,0.0003300,0.0002600,0.0002200,1,0.0005500,0.0006300,0.0002400,0,SE
22,17033,0.0018028,0.0004800,0.0017400,0.0000800,1,0.0000800,0.0011200,0.0003900,0,0.0003300,0.0002600,0.0002200,1,SE
02,40210,0.0018262,0.0012000,0.0003300,0.0006000,1,0.0004800,0.0017400,0.0000800,1,0.0000800,0.0011200,0.0003900,0,SE
06,48315,0.0020315,0.0004000,0.0032700,0.0010300,0,0.0012000,0.0003300,0.0006000,1,0.0004800,0.0017400,0.0000800,1,SE
10,30003,0.0020128,0.0006700,0.0000500,0.0010500,1,0.0004000,0.0032700,0.0010300,0,0.0012000,0.0003300,0.0006000,1,SE
14,8505,0.0019355,0.0000500,0.0005400,0.0003400,1,0.0006700,0.0000500,0.0010500,1,0.0004000,0.0032700,0.0010300,0,SE
18,10683,0.0018594,0.0002000,0.0000200,0.0006500,0,0.0000500,0.0005400,0.0003400,1,0.0006700,0.0000500,0.0010500,1,SE
22,13397,0.0017865,0.0001300,0.0003900,0.0003200,0,0.0002000,0.0000200,0.0006500,0,0.0000500,0.0005400,0.0003400,1,SE
02,31142,0.0018689,0.0007100,0.0019400,0.0002900,0,0.0001300,0.0003900,0.0003200,0,0.0002000,0.0000200,0.0006500,0,SE
06,42197,0.0018640,0.0008700,0.0007300,0.0002000,0,0.0007100,0.0019400,0.0002900,0,0.0001300,0.0003900,0.0003200,0,LE
10,15930,0.0017859,0.0000800,0.0001700,0.0005200,1,0.0008700,0.0007300,0.0002000,0,0.0007100,0.0019400,0.0002900,0,LE
14,3555,0.0017019,0.0000100,0.0006000,0.0000000,0,0.0000800,0.0001700,0.0005200,1,0.0008700,0.0007300,0.0002000,0,LE
14,1359,0.0016196,0.0000100,0.0001200,0.0002700,0,0.0000100,0.0006000,0.0000000,0,0.0000800,0.0001700,0.0005200,1,SE
18,7946,0.0015582,0.0001200,0.0001000,0.0005400,1,0.0000100,0.0001200,0.0002700,0,0.0000100,0.0006000,0.0000000,0,SE
22,9773,0.0015055,0.0000000,0.0007000,0.0001200,1,0.0001200,0.0001000,0.0005400,1,0.0000100,0.0001200,0.0002700,0,SE
02,23734,0.0015029,0.0005700,0.0003500,0.0005500,0,0.0000000,0.0007000,0.0001200,1,0.0001200,0.0001000,0.0005400,1,SE
06,28441,0.0015192,0.0008300,0.0008300,0.0000700,1,0.0005700,0.0003500,0.0005500,0,0.0000000,0.0007000,0.0001200,1,SE
10,12890,0.0014685,0.0006700,0.0001200,0.0000200,0,0.0008300,0.0008300,0.0000700,1,0.0005700,0.0003500,0.0005500,0,SE
14,3894,0.0013943,0.0000700,0.0001000,0.0002600,1,0.0006700,0.0001200,0.0000200,0,0.0008300,0.0008300,0.0000700,1,SE
18,8326,0.0013769,0.0003100,0.0002700,0.0005700,0,0.0000700,0.0001000,0.0002600,1,0.0006700,0.0001200,0.0000200,0,SE
22,12074,0.0013607,0.0006400,0.0004100,0.0001000,0,0.0003100,0.0002700,0.0005700,0,0.0000700,0.0001000,0.0002600,1,SE
02,31419,0.0014349,0.0008600,0.0010500,0.0004900,0,0.0006400,0.0004100,0.0001000,0,0.0003100,0.0002700,0.0005700,0,LE
06,36768,0.0014767,0.0005000,0.0005500,0.0009700,0,0.0008600,0.0010500,0.0004900,0,0.0006400,0.0004100,0.0001000,0,LE
10,24867,0.0014755,0.0007400,0.0000700,0.0006500,0,0.0005000,0.0005500,0.0009700,0,0.0008600,0.0010500,0.0004900,0,LE
14,6580,0.0014208,0.0001900,0.0000400,0.0004800,1,0.0007400,0.0000700,0.0006500,0,0.0005000,0.0005500,0.0009700,0,LE
18,12489,0.0013722,0.0003200,0.0000300,0.0003900,1,0.0001900,0.0000400,0.0004800,1,0.0007400,0.0000700,0.0006500,0,L
22,10429,0.0013470,0.0004500,0.0005700,0.0000000,0,0.0003200,0.0000300,0.0003900,1,0.0001900,0.0000400,0.0004800,1,L
02,34103,0.0014030,0.0011300,0.0002400,0.0007600,1,0.0004500,0.0005700,0.0000000,0,0.0003200,0.0000300,0.0003900,1,L
06,37362,0.0014163,0.0005500,0.0001100,0.0009300,1,0.0011300,0.0002400,0.0007600,1,0.0004500,0.0005700,0.0000000,0,L
10,20129,0.0014302,0.0001300,0.0008600,0.0006200,0,0.0005500,0.0001100,0.0009300,1,0.0011300,0.0002400,0.0007600,1,L
14,6678,0.0014009,0.0000400,0.0008100,0.0001700,1,0.0001300,0.0008600,0.0006200,0,0.0005500,0.0001100,0.0009300,1,L
18,9512,0.0013808,0.0001300,0.0006200,0.0003700,0,0.0000400,0.0008100,0.0001700,1,0.0001300,0.0008600,0.0006200,0,L
22,14602,0.0014022,0.0000200,0.0007200,0.0009400,1,0.0001300,0.0006200,0.0003700,0,0.0000400,0.0008100,0.0001700,1,L
02,30066,0.0014927,0.0005100,0.0020200,0.0001400,0,0.0000200,0.0007200,0.0009400,1,0.0001300,0.0006200,0.0003700,0,L
06,30696,0.0014968,0.0004100,0.0010700,0.0000700,1,0.0005100,0.0020200,0.0001400,0,0.0000200,0.0007200,0.0009400,1,L
10,24384,0.0015863,0.0005900,0.0020300,0.0001300,1,0.0004100,0.0010700,0.0000700,1,0.0005100,0.0020200,0.0001400,0,LE
14,7269,0.0015145,0.0002000,0.0001800,0.0002000,0,0.0005900,0.0020300,0.0001300,1,0.0004100,0.0010700,0.0000700,1,LE
18,11468,0.0014784,0.0003600,0.0006300,0.0000200,1,0.0002000,0.0001800,0.0002000,0,0.0005900,0.0020300,0.0001300,1,LE
22,11372,0.0014464,0.0000300,0.0008400,0.0001600,0,0.0003600,0.0006300,0.0000200,1,0.0002000,0.0001800,0.0002000,0,LE
02,27562,0.0014838,0.0002200,0.0014400,0.0003100,1,0.0000300,0.0008400,0.0001600,0,0.0003600,0.0006300,0.0000200,1,LE
06,36127,0.0015742,0.0004100,0.0018700,0.0004700,1,0.0002200,0.0014400,0.0003100,1,0.0000300,0.0008400,0.0001600,0,LE
10,18538,0.0015596,0.0003800,0.0002400,0.0007500,1,0.0004100,0.0018700,0.0004700,1,0.0002200,0.0014400,0.0003100,1,LE
14,4478,0.0014875,0.0001900,0.0003600,0.0000000,0,0.0003800,0.0002400,0.0007500,1,0.0004100,0.0018700,0.0004700,1,LE
14,3888,0.0014227,0.0000600,0.0005000,0.0000200,1,0.0001900,0.0003600,0.0000000,0,0.0003800,0.0002400,0.0007500,1,LE
18,7739,0.0013982,0.0000400,0.0009700,0.0000700,1,0.0000600,0.0005000,0.0000200,1,0.0001900,0.0003600,0.0000000,0,LE
22,15702,0.0013812,0.0003800,0.0007400,0.0000400,0,0.0000400,0.0009700,0.0000700,1,0.0000600,0.0005000,0.0000200,1,LE
02,28139,0.0013754,0.0006700,0.0004500,0.0001800,1,0.0003800,0.0007400,0.0000400,0,0.0000400,0.0009700,0.0000700,1,LE
06,35187,0.0014750,0.0000900,0.0019900,0.0006900,1,0.0006700,0.0004500,0.0001800,1,0.0003800,0.0007400,0.0000400,0,S
10,21104,0.0014832,0.0009300,0.0005300,0.0001300,0,0.0000900,0.0019900,0.0006900,1,0.0006700,0.0004500,0.0001800,1,S
14,5034,0.0014280,0.0001800,0.0003000,0.0002300,0,0.0009300,0.0005300,0.0001300,0,0.0000900,0.0019900,0.0006900,1,S
18,9598,0.0014160,0.0000800,0.0002300,0.0009500,1,0.0001800,0.0003000,0.0002300,0,0.0009300,0.0005300,0.0001300,0,S
22,11844,0.0014120,0.0007100,0.0006300,0.0000200,0,0.0000800,0.0002300,0.0009500,1,0.0001800,0.0003000,0.0002300,0,LE
02,28032,0.0014054,0.0000000,0.0009400,0.0003800,1,0.0007100,0.0006300,0.0000200,0,0.0000800,0.0002300,0.0009500,1,S
06,29112,0.0013908,0.0003400,0.0003100,0.0005500,1,0.0000000,0.0009400,0.0003800,1,0.0007100,0.0006300,0.0000200,0,S
10,20006,0.0013564,0.0002500,0.0002000,0.0004600,0,0.0003400,0.0003100,0.0005500,1,0.0000000,0.0009400,0.0003800,1,S
14,11367,0.0012917,0.0002200,0.0000300,0.0002000,0,0.0002500,0.0002000,0.0004600,0,0.0003400,0.0003100,0.0005500,1,S
18,12295,0.0012680,0.0001500,0.0004100,0.0004000,0,0.0002200,0.0000300,0.0002000,0,0.0002500,0.0002000,0.0004600,0,S
22,10028,0.0012424,0.0001100,0.0005400,0.0002600,0,0.0001500,0.0004100,0.0004000,0,0.0002200,0.0000300,0.0002000,0,LE
02,32589,0.0012472,0.0000100,0.0012100,0.0000900,0,0.0001100,0.0005400,0.0002600,0,0.0001500,0.0004100,0.0004000,0,LE
06,34210,0.0013603,0.0015800,0.0009000,0.0003500,1,0.0000100,0.0012100,0.0000900,0,0.0001100,0.0005400,0.0002600,0,LE
10,31482,0.0013488,0.0002900,0.0004300,0.0004800,1,0.0015800,0.0009000,0.0003500,1,0.0000100,0.0012100,0.0000900,0,LE
14,8882,0.0013232,0.0001300,0.0008100,0.0000500,1,0.0002900,0.0004300,0.0004800,1,0.0015800,0.0009000,0.0003500,1,S
18,13289,0.0012623,0.0001500,0.0002600,0.0000600,0,0.0001300,0.0008100,0.0000500,1,0.0002900,0.0004300,0.0004800,1,S
22,11076,0.0012228,0.0002500,0.0002500,0.0002100,0,0.0001500,0.0002600,0.0000600,0,0.0001300,0.0008100,0.0000500,1,S
02,31199,0.0012512,0.0003700,0.0012500,0.0000000,1,0.0002500,0.0002500,0.0002100,0,0.0001500,0.0002600,0.0000600,0,S
06,38882,0.0014032,0.0011600,0.0009400,0.0012800,0,0.0003700,0.0012500,0.0000000,1,0.0002500,0.0002500,0.0002100,0,S
10,23984,0.0014844,0.0001500,0.0017500,0.0006400,0,0.0011600,0.0009400,0.0012800,0,0.0003700,0.0012500,0.0000000,1,SE
14,8164,0.0014570,0.0000100,0.0006900,0.0004000,1,0.0001500,0.0017500,0.0006400,0,0.0011600,0.0009400,0.0012800,0,SE
18,10677,0.0013843,0.0000100,0.0002200,0.0002100,0,0.0000100,0.0006900,0.0004000,1,0.0001500,0.0017500,0.0006400,0,SE
22,11102,0.0013555,0.0007400,0.0001600,0.0000800,1,0.0000100,0.0002200,0.0002100,0,0.0000100,0.0006900,0.0004000,1,S
02,43973,0.0015451,0.0022100,0.0000400,0.0017600,0,0.0007400,0.0001600,0.0000800,1,0.0000100,0.0002200,0.0002100,0,SE
06,79087,0.0016961,0.0002900,0.0030500,0.0003200,0,0.0022100,0.0000400,0.0017600,0,0.0007400,0.0001600,0.0000800,1,SE
10,25068,0.0017228,0.0000900,0.0014000,0.0005800,0,0.0002900,0.0030500,0.0003200,0,0.0022100,0.0000400,0.0017600,0,SE
14,6468,0.0016519,0.0002900,0.0002200,0.0002200,0,0.0000900,0.0014000,0.0005800,0,0.0002900,0.0030500,0.0003200,0,SE
14,3677,0.0015789,0.0000000,0.0005500,0.0000800,1,0.0002900,0.0002200,0.0002200,0,0.0000900,0.0014000,0.0005800,0,SE
18,10628,0.0015204,0.0003600,0.0002900,0.0001100,0,0.0000000,0.0005500,0.0000800,1,0.0002900,0.0002200,0.0002200,0,SE
22,15400,0.0014983,0.0001800,0.0010300,0.0000000,1,0.0003600,0.0002900,0.0001100,0,0.0000000,0.0005500,0.0000800,1,SE
02,25672,0.0015470,0.0002200,0.0014800,0.0004800,0,0.0001800,0.0010300,0.0000000,1,0.0003600,0.0002900,0.0001100,0,SE
06,34226,0.0015886,0.0009500,0.0003900,0.0007900,0,0.0002200,0.0014800,0.0004800,0,0.0001800,0.0010300,0.0000000,1,L
10,20898,0.0015451,0.0002700,0.0002400,0.0004700,0,0.0009500,0.0003900,0.0007900,0,0.0002200,0.0014800,0.0004800,0,L
14,8243,0.0014862,0.0005300,0.0001300,0.0000600,1,0.0002700,0.0002400,0.0004700,0,0.0009500,0.0003900,0.0007900,0,L
18,11590,0.0014465,0.0003000,0.0003100,0.0003200,1,0.0005300,0.0001300,0.0000600,1,0.0002700,0.0002400,0.0004700,0,SE
22,12307,0.0013824,0.0001400,0.0001800,0.0002300,1,0.0003000,0.0003100,0.0003200,1,0.0005300,0.0001300,0.0000600,1,SE
02,27430,0.0013530,0.0003600,0.0001800,0.0004300,1,0.0001400,0.0001800,0.0002300,1,0.0003000,0.0003100,0.0003200,1,SE
06,30382,0.0013828,0.0007700,0.0005000,0.0005000,0,0.0003600,0.0001800,0.0004300,1,0.0001400,0.0001800,0.0002300,1,SE
10,22185,0.0013661,0.0000900,0.0009700,0.0000900,1,0.0007700,0.0005000,0.0005000,0,0.0003600,0.0001800,0.0004300,1,SE
14,7164,0.0013186,0.0003500,0.0000100,0.0003400,0,0.0000900,0.0009700,0.0000900,1,0.0007700,0.0005000,0.0005000,0,SE
18,9491,0.0012872,0.0000200,0.0007400,0.0001200,0,0.0003500,0.0000100,0.0003400,0,0.0000900,0.0009700,0.0000900,1,SE
22,11474,0.0012460,0.0000000,0.0006600,0.0000300,0,0.0000200,0.0007400,0.0001200,0,0.0003500,0.0000100,0.0003400,0,SE
02,27952,0.0012177,0.0002600,0.0000900,0.0005000,1,0.0000000,0.0006600,0.0000300,0,0.0000200,0.0007400,0.0001200,0,SE
06,37666,0.0012822,0.0004800,0.0010000,0.0006400,0,0.0002600,0.0000900,0.0005000,1,0.0000000,0.0006600,0.0000300,0,L
10,22622,0.0012920,0.0002700,0.0005800,0.0005700,1,0.0004800,0.0010000,0.0006400,0,0.0002600,0.0000900,0.0005000,1,L
14,8146,0.0012933,0.0006000,0.0000300,0.0006800,1,0.0002700,0.0005800,0.0005700,1,0.0004800,0.0010000,0.0006400,0,L
18,8513,0.0012352,0.0002800,0.0000300,0.0001700,1,0.0006000,0.0000300,0.0006800,1,0.0002700,0.0005800,0.0005700,1,L
22,9603,0.0012077,0.0001100,0.0006200,0.0001200,1,0.0002800,0.0000300,0.0001700,1,0.0006000,0.0000300,0.0006800,1,SE
02,23464,0.0012379,0.0006400,0.0009300,0.0000600,0,0.0001100,0.0006200,0.0001200,1,0.0002800,0.0000300,0.0001700,1,L
06,17022,0.0012130,0.0003000,0.0003900,0.0002000,1,0.0006400,0.0009300,0.0000600,0,0.0001100,0.0006200,0.0001200,1,SE
10,6340,0.0011664,0.0001100,0.0002900,0.0001600,1,0.0003000,0.0003900,0.0002000,1,0.0006400,0.0009300,0.0000600,0,SE
14,9345,0.0011295,0.0001100,0.0002200,0.0003200,1,0.0001100,0.0002900,0.0001600,1,0.0003000,0.0003900,0.0002000,1,SE
18,6996,0.0010817,0.0001400,0.0000800,0.0002400,0,0.0001100,0.0002200,0.0003200,1,0.0001100,0.0002900,0.0001600,1,SE
22,8883,0.0010537,0.0002300,0.0000600,0.0004000,1,0.0001400,0.0000800,0.0002400,0,0.0001100,0.0002200,0.0003200,1,SE
02,22544,0.0011113,0.0001000,0.0015000,0.0002600,0,0.0002300,0.0000600,0.0004000,1,0.0001400,0.0000800,0.0002400,0,L
06,33964,0.0013683,0.0000700,0.0031100,0.0015300,1,0.0001000,0.0015000,0.0002600,0,0.0002300,0.0000600,0.0004000,1,L
10,25243,0.0013677,0.0000500,0.0010200,0.0002900,0,0.0000700,0.0031100,0.0015300,1,0.0001000,0.0015000,0.0002600,0,L
14,3778,0.0013243,0.0005100,0.0002400,0.0000100,0,0.0000500,0.0010200,0.0002900,0,0.0000700,0.0031100,0.0015300,1,L
14,2960,0.0013147,0.0004000,0.0004700,0.0001200,0,0.0005100,0.0002400,0.0000100,0,0.0000500,0.0010200,0.0002900,0,L
18,7677,0.0012651,0.0003100,0.0000400,0.0002700,0,0.0004000,0.0004700,0.0001200,0,0.0005100,0.0002400,0.0000100,0,L
22,11557,0.0012226,0.0004900,0.0000600,0.0001200,0,0.0003100,0.0000400,0.0002700,0,0.0004000,0.0004700,0.0001200,0,L
02,28514,0.0012331,0.0004000,0.0009100,0.0000600,0,0.0004900,0.0000600,0.0001200,0,0.0003100,0.0000400,0.0002700,0,L
06,46739,0.0016715,0.0005900,0.0062500,0.0005300,1,0.0004000,0.0009100,0.0000600,0,0.0004900,0.0000600,0.0001200,0,L
10,29631,0.0016992,0.0012300,0.0007700,0.0000600,1,0.0005900,0.0062500,0.0005300,1,0.0004000,0.0009100,0.0000600,0,LE
14,9094,0.0016507,0.0006700,0.0002200,0.0001300,0,0.0012300,0.0007700,0.0000600,1,0.0005900,0.0062500,0.0005300,1,LE
18,8847,0.0015807,0.0002000,0.0000000,0.0004700,0,0.0006700,0.0002200,0.0001300,0,0.0012300,0.0007700,0.0000600,1,LE
22,11125,0.0015463,0.0006000,0.0000500,0.0004500,1,0.0002000,0.0000000,0.0004700,0,0.0006700,0.0002200,0.0001300,0,LE
02,35440,0.0015844,0.0010300,0.0001600,0.0008900,0,0.0006000,0.0000500,0.0004500,1,0.0002000,0.0000000,0.0004700,0,LE
06,42530,0.0016063,0.0005800,0.0007100,0.0006000,1,0.0010300,0.0001600,0.0008900,0,0.0006000,0.0000500,0.0004500,1,LE
10,23499,0.0016015,0.0011200,0.0001100,0.0003100,0,0.0005800,0.0007100,0.0006000,1,0.0010300,0.0001600,0.0008900,0,LE
14,8269,0.0015171,0.0001500,0.0000700,0.0002000,1,0.0011200,0.0001100,0.0003100,0,0.0005800,0.0007100,0.0006000,1,LE
18,20805,0.0014631,0.0002400,0.0002700,0.0002500,0,0.0001500,0.0000700,0.0002000,1,0.0011200,0.0001100,0.0003100,0,LE
22,11887,0.0014021,0.0000200,0.0001400,0.0004500,0,0.0002400,0.0002700,0.0002500,0,0.0001500,0.0000700,0.0002000,1,LE
02,34255,0.0014527,0.0009900,0.0009100,0.0002100,0,0.0000200,0.0001400,0.0004500,0,0.0002400,0.0002700,0.0002500,0,L
06,51098,0.0016875,0.0028200,0.0018900,0.0000000,1,0.0009900,0.0009100,0.0002100,0,0.0000200,0.0001400,0.0004500,0,SE
10,24998,0.0017384,0.0003200,0.0013600,0.0007200,0,0.0028200,0.0018900,0.0000000,1,0.0009900,0.0009100,0.0002100,0,L
14,8441,0.0016885,0.0000500,0.0008200,0.0001700,1,0.0003200,0.0013600,0.0007200,0,0.0028200,0.0018900,0.0000000,1,SE
18,10048,0.0016179,0.0001700,0.0002800,0.0002500,1,0.0000500,0.0008200,0.0001700,1,0.0003200,0.0013600,0.0007200,0,SE
22,13234,0.0015416,0.0000200,0.0005300,0.0000000,0,0.0001700,0.0002800,0.0002500,1,0.0000500,0.0008200,0.0001700,1,SE
02,26092,0.0015579,0.0006500,0.0010700,0.0000500,1,0.0000200,0.0005300,0.0000000,0,0.0001700,0.0002800,0.0002500,1,SE
06,35293,0.0015581,0.0011700,0.0002300,0.0001600,1,0.0006500,0.0010700,0.0000500,1,0.0000200,0.0005300,0.0000000,0,SE
10,28085,0.0015654,0.0007600,0.0007500,0.0001500,1,0.0011700,0.0002300,0.0001600,1,0.0006500,0.0010700,0.0000500,1,SE
14,11037,0.0015385,0.0004200,0.0003600,0.0004100,1,0.0007600,0.0007500,0.0001500,1,0.0011700,0.0002300,0.0001600,1,SE
18,8754,0.0014715,0.0001400,0.0003600,0.0001000,1,0.0004200,0.0003600,0.0004100,1,0.0007600,0.0007500,0.0001500,1,SE
22,10739,0.0014128,0.0000400,0.0000600,0.0005500,0,0.0001400,0.0003600,0.0001000,1,0.0004200,0.0003600,0.0004100,1,SE
02,25036,0.0014469,0.0002800,0.0013500,0.0002600,0,0.0000400,0.0000600,0.0005500,0,0.0001400,0.0003600,0.0001000,1,SE
06,50269,0.0017600,0.0004700,0.0043100,0.0010500,0,0.0002800,0.0013500,0.0002600,0,0.0000400,0.0000600,0.0005500,0,L
10,19980,0.0017143,0.0001200,0.0005700,0.0004300,1,0.0004700,0.0043100,0.0010500,0,0.0002800,0.0013500,0.0002600,0,L
14,6084,0.0016461,0.0005400,0.0001700,0.0000500,0,0.0001200,0.0005700,0.0004300,1,0.0004700,0.0043100,0.0010500,0,L
14,1990,0.0015721,0.0002200,0.0000200,0.0001800,1,0.0005400,0.0001700,0.0000500,0,0.0001200,0.0005700,0.0004300,1,L
18,10191,0.0015055,0.0001600,0.0003600,0.0001200,0,0.0002200,0.0000200,0.0001800,1,0.0005400,0.0001700,0.0000500,0,L
22,13489,0.0014794,0.0000200,0.0011000,0.0000200,1,0.0001600,0.0003600,0.0001200,0,0.0002200,0.0000200,0.0001800,1,L
02,24040,0.0014709,0.0001400,0.0007800,0.0004400,1,0.0000200,0.0011000,0.0000200,1,0.0001600,0.0003600,0.0001200,0,L
06,29092,0.0014551,0.0004700,0.0004300,0.0003500,0,0.0001400,0.0007800,0.0004400,1,0.0000200,0.0011000,0.0000200,1,L
10,22685,0.0014912,0.0005700,0.0005000,0.0008900,0,0.0004700,0.0004300,0.0003500,0,0.0001400,0.0007800,0.0004400,1,L
14,9528,0.0014147,0.0001800,0.0000400,0.0002000,1,0.0005700,0.0005000,0.0008900,0,0.0004700,0.0004300,0.0003500,0,L
18,7969,0.0013708,0.0003400,0.0003200,0.0001400,1,0.0001800,0.0000400,0.0002000,1,0.0005700,0.0005000,0.0008900,0,L
22,11099,0.0013243,0.0002200,0.0002600,0.0002400,1,0.0003400,0.0003200,0.0001400,1,0.0001800,0.0000400,0.0002000,1,L
02,31985,0.0013368,0.0000300,0.0013900,0.0000800,1,0.0002200,0.0002600,0.0002400,1,0.0003400,0.0003200,0.0001400,1,L
06,37206,0.0013649,0.0001200,0.0005900,0.0010200,1,0.0000300,0.0013900,0.0000800,1,0.0002200,0.0002600,0.0002400,1,L
10,28745,0.0013610,0.0002200,0.0005800,0.0005100,1,0.0001200,0.0005900,0.0010200,1,0.0000300,0.0013900,0.0000800,1,L
14,12536,0.0013366,0.0001100,0.0003200,0.0005900,0,0.0002200,0.0005800,0.0005100,1,0.0001200,0.0005900,0.0010200,1,L
18,11213,0.0012826,0.0003600,0.0000000,0.0002200,0,0.0001100,0.0003200,0.0005900,0,0.0002200,0.0005800,0.0005100,1,L
22,12865,0.0012610,0.0000100,0.0008300,0.0001400,0,0.0003600,0.0000000,0.0002200,0,0.0001100,0.0003200,0.0005900,0,L
02,31713,0.0012323,0.0002900,0.0002300,0.0003400,0,0.0000100,0.0008300,0.0001400,0,0.0003600,0.0000000,0.0002200,0,L
06,36216,0.0013400,0.0013200,0.0002500,0.0011700,1,0.0002900,0.0002300,0.0003400,0,0.0000100,0.0008300,0.0001400,0,L
10,36223,0.0016522,0.0002200,0.0054800,0.0000000,1,0.0013200,0.0002500,0.0011700,1,0.0002900,0.0002300,0.0003400,0,SE
14,16700,0.0016534,0.0005400,0.0006900,0.0004400,0,0.0002200,0.0054800,0.0000000,1,0.0013200,0.0002500,0.0011700,1,LE
18,12344,0.0016260,0.0000700,0.0010800,0.0001200,1,0.0005400,0.0006900,0.0004400,0,0.0002200,0.0054800,0.0000000,1,SE
22,12397,0.0015663,0.0000400,0.0006100,0.0001400,0,0.0000700,0.0010800,0.0001200,1,0.0005400,0.0006900,0.0004400,0,SE
02,29360,0.0015602,0.0001800,0.0005500,0.0007500,0,0.0000400,0.0006100,0.0001400,0,0.0000700,0.0010800,0.0001200,1,LE
06,65501,0.0017552,0.0021900,0.0015100,0.0005900,0,0.0001800,0.0005500,0.0007500,0,0.0000400,0.0006100,0.0001400,0,LE
10,43619,0.0017634,0.0004400,0.0004100,0.0010200,0,0.0021900,0.0015100,0.0005900,0,0.0001800,0.0005500,0.0007500,0,LE
14,29354,0.0023253,0.0016200,0.0070300,0.0009800,1,0.0004400,0.0004100,0.0010200,0,0.0021900,0.0015100,0.0005900,0,SE
18,23775,0.0022685,0.0000000,0.0005800,0.0009500,0,0.0016200,0.0070300,0.0009800,1,0.0004400,0.0004100,0.0010200,0,SE
22,26530,0.0022129,0.0000300,0.0012100,0.0002500,0,0.0000000,0.0005800,0.0009500,0,0.0016200,0.0070300,0.0009800,1,SE
02,48724,0.0022062,0.0010700,0.0009800,0.0000700,1,0.0000300,0.0012100,0.0002500,0,0.0000000,0.0005800,0.0009500,0,SE
